station_id,longitude,latitude,slow_count,fast_count,charge_count,tazid,valid_rows,mean_utilisation,median_utilisation,peak_utilisation_p95,max_utilisation,utilisation_sd,daytime_mean_utilisation,overnight_mean_utilisation,weekend_mean_utilisation,weekday_mean_utilisation,mean_duration,median_duration,mean_volume,total_volume,mean_s_price,mean_e_price,median_s_price,median_e_price,price_sd,fast_activity,slow_activity,overnight_minus_daytime,weekend_minus_weekday,charger_type,dominant_type,n_rows,failed_time_rows,all_state_null_rows,all_state_null_pct,missing_utilisation_rows,invalid_utilisation_rows,negative_state_rows,invalid_price_rows,invalid_duration_rows,invalid_volume_rows,full_occupancy_rows,duplicate_time_rows,utilisation_sd_raw,full_occupancy_pct,zero_variance_flag,data_quality_flag,duplicate_coordinate_n,duplicate_coordinate_flag,ready_for_kde,ready_for_gwr,issue_log
1001,113.784724,22.714121,20,0,20,559,41444,0.4009144870186491,0.35,1,1,0.21970114700468416,0.4744956458635782,0.3497612501808654,0.39199461823073906,0.4045039252842781,0.07853569475276605,0.0833333333333333,0.5497498632692628,22783.833333331328,0.4699999999999445,1.1999999999993456,0.47,1.2,0,0,20,-0.12473439568271277,-0.012509307053539032,slow,slow,52128,0,10684,0.20495702885205647,10684,0,0,0,0,0,3800,0,0.2197011470046841,0.07289748311847759,FALSE,high_full_occupancy,1,FALSE,TRUE,TRUE,high_full_occupancy
1002,113.785002,22.7259,22,0,22,558,41448,0.41979764348756454,0.3181818181818182,1,1,0.29415485777908,0.40875122845668027,0.43541725582530283,0.42072877093478983,0.41942295566050775,0.09124284243711803,0.0833333333333333,0.6386998970597166,26472.833333331135,0.6599999999998681,1,0.6599999999999999,1,0,0,22,0.026666027368622558,0.001305815274282085,slow,slow,52128,0,10680,0.2048802946593002,10680,0,0,0,0,0,8188,0,0.29415485777908024,0.15707489257213014,FALSE,high_full_occupancy,1,FALSE,TRUE,TRUE,high_full_occupancy
1003,113.787971,22.735538,6,0,6,558,38527,0.07788044747838298,0,0.3333333333333333,1,0.1234842803682022,0.06969885935510449,0.08519963584341154,0.07513934326911334,0.07897637127735836,0.015017606700062573,0,0.1051232469004536,4050.083333333776,0.7599999999994013,1.0999999999992067,0.76,1.1,0,0,6,0.015500776488307055,-0.003837028008245022,slow,slow,52128,0,13601,0.2609154389195826,13601,0,0,0,0,0,78,0,0.12348428036820222,0.001496316758747698,FALSE,pass,1,FALSE,TRUE,TRUE,pass
1004,113.788126,22.693449,6,5,11,596,38711,0.60970924402507,0.6363636363636364,0.9090909090909091,1,0.21894500625517627,0.5607902735562253,0.6540084388186242,0.626822276822309,0.6028295705598125,0.4279877381967395,0.4166666666666666,9.830332463640715,380541.99999999575,0.529520291390151,0.6039373821396471,0.4499999999999999,0.79,0.26466022358913965,5,6,0.0932181652623989,0.0239927062624965,mixed,slow_dominant_mixed,52128,0,13417,0.2573856660527931,13417,0,0,17097,0,0,1860,0,0.21894500625517627,0.035681399631675874,FALSE,pass,2,TRUE,TRUE,TRUE,duplicate_coordinate
1005,113.788126,22.693449,6,5,11,596,965,0.6239284032030157,0.6363636363636364,0.9090909090909091,1,0.18053926003751367,0.5788031064412975,0.6652892561983434,0.6611570247933877,0.6035839160839154,0.5601899827288426,0.5833333333333333,13.157426597582074,12696.9166666667,0.5417409326424872,0.5820310880829018,0.4499999999999999,0.79,0.2335612332022058,5,6,0.08648614975704594,0.0575731087094723,mixed,slow_dominant_mixed,52128,0,51163,0.9814878759975445,51163,0,0,427,0,0,3,0,0.18053926003751375,5.7550644567219155e-5,FALSE,high_missing,2,TRUE,TRUE,FALSE,duplicate_coordinate
1006,113.790987,22.731351,10,0,10,594,52002,0.42762778354675035,0.4,1,1,0.30072434119871516,0.23868082405214155,0.643123341409941,0.5011952457264981,0.397871765786242,0.3145119418484093,0.25,2.201583592938651,114486.74999999572,0.8519389561935352,0.6953811468792184,1.0498,0.7402,0.31619825837773413,0,10,0.40444251735779946,0.10332347994025609,slow,slow,52128,0,126,0.0024171270718232043,126,0,0,32456,0,0,3707,0,0.30072434119871516,0.0711134131368938,FALSE,high_full_occupancy,2,TRUE,TRUE,TRUE,duplicate_coordinate
1007,113.790987,22.731351,10,0,10,594,162,0.4240740740740744,0.5,0.7,1,0.30437912685340973,0.1674418604651162,0.5677419354838709,0.10000000000000003,0.5268292682926831,0.3533950617283952,0.4166666666666666,2.4737654320987645,400.74999999999983,1.1386858024691342,0.5547092592592598,1.1498,0.7402,0.2663071037659681,0,10,0.40030007501875464,-0.42682926829268303,slow,slow,52128,0,51966,0.9968922651933702,51966,0,0,149,0,0,8,0,0.30437912685340984,1.534683855125844e-4,FALSE,high_missing,2,TRUE,TRUE,FALSE,duplicate_coordinate
1008,113.791756,22.698816,38,6,44,596,41444,0.5681538505409017,0.5227272727272727,1,1,0.2085755370355725,0.5622229185908286,0.5722316859814887,0.5744173425162227,0.5656330657937981,0.1702337290480225,0.1666666666666666,1.6068309043529352,66593.50000000304,0.6599999999998681,1,0.6599999999999999,1,0,6,38,0.010008767390660034,0.008784276722424544,mixed,slow_dominant_mixed,52128,0,10684,0.20495702885205647,10684,0,0,0,0,0,3249,0,0.20857553703557233,0.06232734806629834,FALSE,high_full_occupancy,1,FALSE,TRUE,TRUE,high_full_occupancy
1009,113.794798,22.716747,0,72,72,595,50884,0.3894858348836892,0.3472222222222222,0.7083333333333334,1,0.18428072619867808,0.27210919304014414,0.49738055860048647,0.39772391536555946,0.38614961359460354,2.198515250373409,1.9166666666666663,329.2372111076173,16752906.25,0.5262577824070617,0.6874101682257502,0.4983999999999999,0.7516,0.3250187580471943,72,0,0.22527136556034233,0.01157430177095592,fast,fast,52128,0,1244,0.023864333947206877,1244,0,0,17297,0,0,193,0,0.18428072619867808,0.003702424800491099,FALSE,pass,2,TRUE,TRUE,TRUE,duplicate_coordinate
1010,113.794798,22.716747,0,72,72,595,147,0.37008692365835255,0.4027777777777778,0.5555555555555556,0.5833333333333334,0.15173473615746116,0.34953703703703687,0.3727598566308247,0.2430555555555557,0.3973829201101936,2.0498866213151925,2.25,307.4829931972789,45200,0.730699319727893,0.47855238095238095,0.9358,0.2442,0.31888127956438744,72,0,0.023222819593787858,-0.1543273645546379,fast,fast,52128,0,51981,0.9971800184162063,51981,0,0,91,0,0,0,0,0.15173473615746114,0,FALSE,high_missing,2,TRUE,TRUE,FALSE,duplicate_coordinate
